@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_A_Cancelled,@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_A_Pending,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_O_Accepted,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Application_1144179405 Offer_887673983,28,2,4,2,2,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1003963311 Offer_852454072,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_2094527017 Offer_1346959523,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_641614146 Offer_1007848670,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,0,19,0
 Application_1336827722 Offer_1600057912 Offer_1510827017,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_1019687793 Offer_32017580 Offer_536236860 Offer_1808605621,28,6,1,0,0,1,1,1,0,6,1,0,0,0,0,2,3,0,0,0,6,2,1,1,1,0,0,1,22,4
 Offer_854994976 Application_796344198,22,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,0
 Offer_1659853966 Application_1323660280,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1151915752 Offer_2010657816,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_464738598 Application_1800727100,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Offer_287725007 Application_824407416,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1991304445 Offer_1123519025,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Application_115002111 Offer_643881819,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1793327000 Offer_115069345,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1572150778 Application_1657769363,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_828348384 Offer_1364535536,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_273406393 Offer_73299996,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1896773463 Application_1735598790,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_673540350 Application_1419573401,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1443938367 Application_434504338,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1923705639 Offer_2010905758,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_818036919 Application_640195112,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1673957782 Application_1352656849,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_417749792 Application_1919882360,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_300074728 Offer_1862505888,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_649773411 Offer_438277222,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1359764862 Application_1349749547,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_459887640 Offer_1657040889,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_321594976 Application_247634648,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1970061406 Application_68384482,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Application_858444688 Offer_1153290291 Offer_485231423,30,4,2,2,2,1,1,2,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,23,4
 Offer_59576632 Application_609844204,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_453857742 Application_461219276,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_2079597300 Application_238260016,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1244650534 Application_86184488,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_1148032972 Application_425140931 Offer_904781932,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_835956737 Offer_145054145,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_274061829 Offer_733567356,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_1719031663 Application_1910665464 Offer_1066073530,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,21,4
 Application_2059946181 Offer_69568835,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Offer_2030163470 Application_1615935014,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1680045728 Application_1555861521,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1985514481 Offer_786563284,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_723360638 Application_1762050503,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_53171152 Offer_1189102664 Offer_1152068472,30,4,2,2,2,1,1,2,0,4,2,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,24,4
 Offer_232238517 Offer_1188825275 Application_572215303,24,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,21,4
 Offer_141548903 Application_753387097,10,2,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,10,3
 Application_163326803 Offer_631413138,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_537055635 Offer_1224818752,14,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,14,3
 Application_1665394241 Offer_503710601,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_1069672609 Application_1129158483,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1635851785 Offer_419289629 Offer_1055195500,23,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,0,4,2,1,1,1,0,0,1,20,4
 Offer_1869925144 Application_1073544742,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_2022118906 Offer_1579312523 Offer_1784748344,36,4,4,3,3,1,1,4,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_107149904 Offer_1465522096 Offer_608842269 Offer_241123131 Application_2083312302,40,8,2,2,2,1,1,2,0,8,2,0,0,0,1,2,4,0,0,0,0,2,0,1,1,6,2,1,28,1
 Application_962958398 Offer_706648733 Offer_517356488,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_1378544711 Offer_1086205702,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1806870140 Application_2095055090 Offer_494958904 Offer_108202183,36,6,2,2,2,1,1,2,0,6,2,1,0,0,1,2,3,0,0,1,0,1,0,1,1,4,2,1,27,1
 Offer_1906928573 Application_2010386944,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1398759050 Offer_2009067445,19,2,1,0,0,1,1,1,0,2,1,0,0,0,1,4,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_2059148687 Offer_728530449 Offer_415563219,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1132826903 Application_118946914,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_783325540 Application_1490960027,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_2099361259 Offer_1545948429,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1437765669 Offer_541592472,28,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1299275876 Application_1834532024,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_383569754 Offer_1863221846,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1416385900 Application_1527082105,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_2008108004 Application_476337213,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_749258507 Offer_740891418,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_2056604415 Offer_518959809,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1878493737 Application_656195315,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_265368136 Offer_581439939 Application_520418807,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_799001418 Application_183825585,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Application_1072740747 Offer_1068746334,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Application_1729290911 Offer_1351401117,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_345670015 Application_1918980127 Offer_407454944 Offer_53519723,46,6,4,4,4,1,1,4,0,6,2,1,0,0,1,2,3,0,1,1,0,2,0,1,1,4,2,1,29,2
 Application_2198237 Offer_1720921040 Offer_886752707 Offer_113542388,39,6,3,2,2,1,1,3,0,6,2,1,0,0,1,2,3,0,0,1,0,2,0,1,1,4,2,1,28,1
 Offer_740551467 Application_809356969,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1823220732 Application_1006996577,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1155204536 Application_777412650,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1804461781 Offer_1900315755 Offer_751299188 Offer_1404114015,35,6,2,1,1,1,1,2,0,6,1,0,0,1,0,2,3,0,0,1,6,3,1,1,1,0,0,1,27,1
 Offer_1913199074 Application_2019753121 Offer_322009228,33,4,3,2,2,1,1,3,0,4,2,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,24,1
 Application_1841580589 Offer_1184864963,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1469635127 Offer_599465570,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1682020910 Application_1692817590,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_628426762 Application_770111401,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1883409172 Application_1340703774,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1095550834 Application_1522107668,25,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Application_543554091 Offer_202585834,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_1841534783 Application_973187266,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_591063206 Offer_966835821,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_237210806 Offer_608455092,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1058918555 Offer_1956723182,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_815612380 Application_1762326619 Offer_853415489,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Offer_752707122 Offer_1182365155 Application_419564166,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_204668561 Offer_582226170,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_781937215 Offer_810380770 Offer_2120022450,29,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,4
 Application_385581020 Offer_999113268,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1589298319 Application_60899254,22,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,0
 Offer_1628298877 Application_1636309897 Offer_1493073953,33,4,3,2,2,1,1,3,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,25,1
 Application_1310033199 Offer_1913787091,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_261815293 Application_1135575063,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_864229685 Offer_1496030324,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_779428150 Offer_1250751622,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_64837661 Application_252844139,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_275083192 Application_1644341840,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1359780350 Offer_1614406937 Offer_1706891734,24,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,21,4
 Offer_1632867023 Application_219440919,15,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,15,3
 Offer_1975701833 Application_973468393,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_216896195 Offer_1245413669,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_834364871 Offer_504458219,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_218073218 Offer_631260541,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1784179020 Application_646705408,21,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Offer_963969172 Application_299035755,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1483136797 Offer_557659146,22,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,0
 Offer_1781903564 Application_1373175446,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1282730522 Application_213736891,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1511933219 Application_942520788,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_2016299275 Offer_267065066,29,2,3,3,3,1,1,3,0,2,1,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,21,5
 Offer_1385181866 Offer_974833748 Application_1367409326,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,21,4
 Offer_1688582820 Application_1863577085 Offer_1651142965,27,4,2,1,1,1,1,2,0,4,1,0,0,0,0,2,2,0,0,1,2,1,1,1,1,2,0,1,23,4
 Offer_465910507 Application_1940621799,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_659694822 Offer_1587815520 Application_1144464483,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,1,0,1,1,4,0,1,17,0
 Offer_1897191918 Application_761430948,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1142835445 Offer_1248074046,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_890073408 Application_1486566642,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_650848682 Application_1777426659,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1676177706 Application_1142473237,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1349621569 Offer_1350365921,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1004581995 Offer_429333043,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1500916629 Offer_489031569,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1653674406 Offer_2131400333 Application_185837798,22,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,19,0
 Offer_1277394315 Application_427431662,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1918768658 Offer_775221971,20,2,1,0,0,1,1,2,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Application_987998742 Offer_1836956307,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1097801713 Offer_1857198046,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_679043462 Application_408556605,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1805244273 Application_1106146918,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_210708192 Offer_303895144,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,0,14,3
 Application_1342644312 Offer_76670345 Offer_940433011,36,4,4,3,3,1,1,4,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_12199093 Application_1859331474,28,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_236628393 Offer_918644858 Application_2073985261 Offer_603421118,34,6,2,1,1,1,1,2,0,6,1,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,27,1
 Application_991151505 Offer_1242655878,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1841985459 Offer_810420381,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_434036918 Application_229331392,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1101395197 Application_880047994,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1504979532 Application_665947856,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_458666799 Offer_2105881448 Application_375232386,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_1464219119 Offer_1497854807,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1435472267 Application_1558682423,17,2,0,0,0,1,1,0,0,2,0,0,1,1,0,2,1,0,1,1,0,1,0,1,1,2,0,1,17,3
 Application_22269699 Offer_1635276793,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_731883220 Offer_1848012694,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1426996448 Offer_2080463621 Application_302362725,36,4,4,3,3,1,1,4,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_42917414 Application_1951224038,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1491902676 Offer_1500530150,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_407420577 Offer_990691415,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1941358877 Offer_1884532649 Application_1555216362,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_802018667 Application_1522309222,22,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,0
 Offer_2092008397 Application_1096935499,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1514859728 Offer_89428438 Application_607461585,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_257756026 Offer_805496883,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1340690340 Offer_1694566739 Offer_2085500876,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,1,0,1,1,4,0,1,17,0
 Offer_1082872408 Application_1900887647,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_376102281 Offer_1125832773,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1020410553 Offer_825841600,19,2,1,0,0,1,1,1,0,2,1,0,0,1,0,2,1,0,0,1,2,1,1,1,1,0,0,1,19,0
 Offer_2129995967 Application_830101215 Offer_1832131722,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_1255694045 Offer_459450071 Application_1911387790,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_622083973 Application_1402086483 Offer_1823006058,28,4,2,1,1,1,1,2,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,23,4
